data_hora,medicamento,localizacao,farmacia,titulo,preco,preco_numero,categoria_preco,link,relevante,preco_maximo,alerta
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Cimelide Nimesulida 100mg 12 comprimidos,"R$ 10,29",10.29,baixo,https://www.drogasil.com.br/cimelide-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Nimesulida 100mg 12 comprimidos Germed Genérico,"R$ 10,29",10.29,baixo,https://www.drogasil.com.br/nimesulida-100mg-germed-generico-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:00:24,nimesulida,Zumbi Manaus,Drogasil,Neosulida Nimesulida 100mg 12 comprimidos,"R$ 7,25",7.25,baixo,https://www.drogasil.com.br/neosulida-100mg-12-comprimidos.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 25mg 30 comprimidos Medley Genérico,"R$ 17,04",17.04,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-25mg-medley-genericos-30-comprimidos-revestidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 25mg 30 comprimidos Neo Química Genérico,"R$ 13,00",13.0,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-25mg-neo-quimica-genericos-30-comprimidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Amytril Cloridrato de Amitriptilina 10mg 30 comprimidos,"R$ 20,88",20.88,medio,https://www.drogasil.com.br/amytril-10mg-30-comprimidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 25mg 30 comprimidos EMS Genérico,"R$ 18,29",18.29,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-25mg-ems-genericos-30-comprimidos-revestidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 75mg 30 comprimidos Medley Genérico,"R$ 18,79",18.79,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-75mg-medley-genericos-30-comprimidos-revestidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 75mg 30 comprimidos EMS Genérico,"R$ 13,56",13.56,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-75mg-ems-generico-30-comprimidos-revestidos.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Amytril Cloridrato de Amitriptilina 25mg 30 comprimidos,"R$ 49,59",49.59,medio,https://www.drogasil.com.br/amytril-25-mg-30-comprimidos-c1.html?origin=search,0.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Amytril Cloridrato de Amitriptilina 25mg 60 comprimidos,"R$ 82,99",82.99,alto,https://www.drogasil.com.br/amytril-25mg-60-comprimidos-c1.html?origin=search,0.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 25mg 30 comprimidos Teuto Genérico,"R$ 17,35",17.35,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-25mg-teuto-genericos-30-comprimidos-revestidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:01,amitriptilina,Zumbi Manaus,Drogasil,Cloridrato de Amitriptilina 25mg 30 comprimidos Germed Genérico,"R$ 18,19",18.19,baixo,https://www.drogasil.com.br/cloridrato-de-amitriptilina-25mg-germed-generico-2-blister-c-15-comprimidos-c1.html?origin=search,1.0,,
2026-06-08 11:01:40,metformina,Zumbi Manaus,Drogasil,Cloridrato de Metformina 850mg 30 comprimidos Prati Donaduzzi Genérico,"R$ 5,14",5.14,baixo,https://www.drogasil.com.br/cloridrato-de-metformina-850-mg-farmaco-prati-generico-30-comprimidos.html?origin=search,1.0,,
2026-06-08 11:01:40,metformina,Zumbi Manaus,Drogasil,Cloridrato de Metformina 500mg 30 comprimidos Prati Donaduzzi Genérico,"R$ 6,25",6.25,baixo,https://www.drogasil.com.br/cloridrato-metformina-500-mg-farmaco-prati-generico-30-comprimidos-revestidos.html?origin=search,1.0,,
2026-06-08 11:01:40,metformina,Zumbi Manaus,Drogasil,Cloridrato de Metformina 500mg 60 comprimidos Prati Donaduzzi Genérico,"R$ 10,19",10.19,baixo,https://www.drogasil.com.br/cloridrato-metformina-500mg-prati-genericos-60-comprimidos-revestidos.html?origin=search,1.0,,
2026-06-08 11:02:21,sinvastatina,Zumbi Manaus,Drogasil,Sinvastatina 20mg 30 Comprimidos Cimed Genérico,"R$ 9,79",9.79,baixo,https://www.drogasil.com.br/sinvastatina-20-mg-cimed-generico-30-comprimidos.html?origin=search,1.0,,
2026-06-08 11:02:21,sinvastatina,Zumbi Manaus,Drogasil,Sinvastatina 40mg 30 Comprimidos Cimed Genérico,"R$ 13,89",13.89,baixo,https://www.drogasil.com.br/sinvastatina-40mg-cimed-generico-30-comprimidos-revestidos.html?origin=search,1.0,,
2026-06-08 11:02:21,sinvastatina,Zumbi Manaus,Drogasil,Sinvastacor Sinvastatina 10mg 30 comprimidos,"R$ 10,29",10.29,baixo,https://www.drogasil.com.br/sinvastacor-10-mg-30-comprimidos-revestidos.html?origin=search,1.0,,
